reach,tilt,coding_pct,selection_pct,payment_rise_pct,codes_per_1000,distinct_codes,top_code_share,dist
0.02,0.0,3.448080785804636,0.0,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.12110534529542555
0.02,0.05,3.448080785804636,2.340942104786305,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.10153656767995099
0.02,0.1,3.448080785804636,4.6819079480671295,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.083957244900922
0.02,0.15,3.448080785804636,7.022897530493904,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.06988541469191992
0.02,0.2,3.448080785804636,9.36391085271809,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.06176701843104484
0.02,0.25,3.448080785804636,11.704947915391191,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.06198735721274908
0.02,0.3,3.448080785804636,14.046008719164721,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.07046849082085566
0.02,0.5,3.448080785804636,23.410489358294903,4.029177273314098,20.04381679584538,4.733333333333333,0.46651774204047386,0.14290226284752328
0.04,0.0,6.336757379577218,0.0,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.1095024512344266
0.04,0.05,6.336757379577218,2.4605892407081265,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.08625958760411616
0.04,0.1,6.336757379577218,4.92119972494604,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.06404312891830549
0.04,0.15,6.336757379577218,7.381831453206278,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.04442112012678143
0.04,0.2,6.336757379577218,9.8424844259814,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.03249443756726268
0.04,0.25,6.336757379577218,12.303158643763988,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.03673569661158292
0.04,0.3,6.336757379577218,14.763854107046631,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.05342411513672671
0.04,0.5,6.336757379577218,24.606848425030513,7.7627776131725055,40.04338678822226,7.266666666666667,0.38525399456058634,0.14485606491865358
0.05,0.0,7.657946118157345,0.0,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.10641053197027821
0.05,0.05,7.657946118157345,2.5129246148641813,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.0817893938275109
0.05,0.1,7.657946118157345,5.025876436903116,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.05760847973641107
0.05,0.15,7.657946118157345,7.538855466958563,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.03479853905699403
0.05,0.2,7.657946118157345,10.051861705872323,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.019135049395994936
0.05,0.25,7.657946118157345,12.564895154486253,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.028007380244654455
0.05,0.3,7.657946118157345,15.077955813642237,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.04965651061998262
0.05,0.5,7.657946118157345,25.13047057252631,9.511691149191986,50.05207626714807,8.266666666666667,0.34667713083577323,0.14772588513541438
0.06,0.0,8.914888627817241,0.0,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.10493872095227771
0.06,0.05,8.914888627817241,2.5636975058375837,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.07935888712895361
0.06,0.1,8.914888627817241,5.127415059490064,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.05383324541198935
0.06,0.15,8.914888627817241,7.691152661358418,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.028508280003571897
0.06,0.2,8.914888627817241,10.254910311843636,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.006478808290954504
0.06,0.25,8.914888627817241,12.81868801134673,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.024203469502922847
0.06,0.3,8.914888627817241,15.38248576026871,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.04943937506901191
0.06,0.5,8.914888627817241,25.637877258166302,11.22448522588119,60.042779684154716,8.933333333333334,0.3191802964134609,0.1517390954013884
0.075,0.0,10.695420897468361,0.0,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.10541500846858136
0.075,0.05,10.695420897468361,2.636698592809604,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.07926557020578438
0.075,0.1,10.695420897468361,5.273427228285803,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.053330496551817645
0.075,0.15,10.695420897468361,7.910185907543943,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.028208248185950205
0.075,0.2,10.695420897468361,10.54697463169945,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.011737476762736813
0.075,0.25,10.695420897468361,13.183793401867835,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.02950218096009741
0.075,0.3,10.695420897468361,15.820642219164675,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.054713652449700965
0.075,0.5,10.695420897468361,26.368337981951097,13.746249820500974,75.04452163138671,10.333333333333334,0.2871363580982234,0.15935276136789728
0.1,0.0,13.418364603155599,0.0,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.11176677778279392
0.1,0.05,13.418364603155599,2.750442942376828,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.08651863049210153
0.1,0.1,13.418364603155599,5.500920246921234,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.06318296694546177
0.1,0.15,13.418364603155599,8.251431914637324,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.04485210131450295
0.1,0.2,13.418364603155599,11.001977946529236,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.03929886986927939
0.1,0.25,13.418364603155599,13.752558343601175,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.050894150615430886
0.1,0.3,13.418364603155599,16.503173106857364,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.07175798136543465
0.1,0.5,13.418364603155599,27.5059758418111,17.753018523151347,100.04447594631047,12.333333333333334,0.2479661119052331,0.17469434703652165
0.125,0.0,15.888520904823084,0.0,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.12258063381180062
0.125,0.05,15.888520904823084,2.854444083606338,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.09929781922906106
0.125,0.1,15.888520904823084,5.708914454968352,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.07952136293231082
0.125,0.15,15.888520904823084,8.563411114678491,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.06645921745659494
0.125,0.2,15.888520904823084,11.417934063329218,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.06434005902042715
0.125,0.25,15.888520904823084,14.272483301513038,21.531255614787515,125.0308525977062,14.733333333333333,0.21865641929217453,0.07410896718967219
